0.312243	0.58034	0.287757	0.0196602	4.19994	1
0.812718	0.692242	0.206203	0.0666587	3.27357	1.20576
1.19574	0.527902	0.173952	0.0685987	3.66435	0.984528
1.11419	0.572411	0.200878	0.0610606	3.17773	1.42509
1.43576	0.697291	0.201536	0.0694532	2.84234	1.54854
1.76678	0.653653	0.191826	0.0667564	2.59569	1.46991
2.07206	0.699674	0.18066	0.0715899	2.40534	1.39909
2.30789	0.70316	0.173541	0.0752169	2.25009	1.33018
2.58899	0.728452	0.166364	0.0813037	2.12166	1.26912
2.86795	0.713306	0.15942	0.0834248	2.013	1.209
3.10994	0.719342	0.154338	0.085289	1.9194	1.15613
3.40003	0.646828	0.14872	0.0819549	1.83783	1.1073
3.70732	0.581359	0.142915	0.0798466	1.76627	1.06955
3.99221	0.594972	0.137775	0.0777457	1.70345	1.0343
4.27222	0.585013	0.133426	0.0767134	1.64724	1.00356
4.53176	0.606023	0.129508	0.0753002	1.59541	0.974424
4.72512	0.671864	0.125841	0.0730617	1.54782	0.945414
4.97544	0.671631	0.122618	0.0710294	1.50448	0.919272
5.27582	0.671472	0.119352	0.0693319	1.46437	0.89597
5.53739	0.672637	0.116341	0.068099	1.42749	0.874894
5.83705	0.686506	0.114035	0.0670739	1.39362	0.855672
6.0728	0.631058	0.111557	0.0700876	1.36161	0.84257
6.33083	0.721123	0.109251	0.0692733	1.33169	0.825599
6.5819	0.750136	0.107035	0.0683644	1.30374	0.809555
6.82686	0.748246	0.104887	0.0684201	1.2775	0.795641
7.06672	0.736593	0.102862	0.0704138	1.25367	0.784846
7.28154	0.81177	0.101385	0.0701733	1.23158	0.771909
7.58142	0.826486	0.0995634	0.070587	1.20942	0.760338
7.83493	0.803639	0.0978405	0.0739578	1.18843	0.752394
8.08266	0.82431	0.0962307	0.0779909	1.16864	0.745731
8.31793	0.838496	0.0948526	0.0832311	1.14986	0.74042
8.59442	0.925026	0.0933765	0.0853298	1.1322	0.731834
8.838	0.984113	0.0920151	0.0866107	1.11526	0.72293
9.13023	1.02348	0.0907176	0.0881316	1.09936	0.714974
9.37063	1.05426	0.0894249	0.0903927	1.08401	0.708184
9.65207	1.12837	0.0884199	0.0916024	1.06968	0.700762
9.93145	1.26138	0.0879495	0.0907262	1.05619	0.691648
10.1775	1.33374	0.0874398	0.0897186	1.04223	0.68306
10.3967	1.41669	0.0865135	0.0885953	1.02878	0.674632
10.6277	1.47739	0.0854885	0.0875369	1.01635	0.667067
10.8447	1.50949	0.0844494	0.086904	1.00442	0.661123
11.1165	1.55364	0.0834872	0.0868211	0.992388	0.656404
11.3991	1.59935	0.0829752	0.0875021	0.980911	0.653285
11.6308	1.64049	0.0823288	0.0893876	0.969714	0.652347
11.8554	1.71419	0.0815342	0.0914445	0.958885	0.651464
12.1141	1.801	0.0809713	0.0933017	0.948884	0.649706
12.3597	1.83364	0.0805321	0.0973081	0.939363	0.650948
12.619	1.88601	0.080511	0.102867	0.93111	0.653633
12.8144	2.03983	0.0798904	0.105458	0.922414	0.652087
13.0823	2.15259	0.0797931	0.107416	0.915421	0.649434
13.2845	2.30637	0.0792664	0.107851	0.907896	0.645069
13.4601	2.41507	0.0785085	0.108215	0.899126	0.641591
13.7078	2.53686	0.0777827	0.10832	0.890661	0.63794
13.9297	2.63336	0.0770686	0.108782	0.882444	0.635242
14.1524	2.79815	0.0763735	0.108377	0.874449	0.63118
14.4038	2.91668	0.0758696	0.108023	0.867605	0.627162
14.6139	2.99654	0.0753127	0.108478	0.861065	0.625043
14.8416	3.1471	0.0748713	0.108499	0.855207	0.622087
15.0458	3.34711	0.0743626	0.107716	0.849106	0.61767
15.2638	3.47297	0.0739301	0.107031	0.842579	0.614188
15.472	3.66906	0.0735127	0.106151	0.836135	0.609792
15.6916	3.78152	0.0732646	0.105352	0.830144	0.606503
15.915	3.93279	0.0733335	0.104557	0.824625	0.603372
16.1268	4.03972	0.0736323	0.104093	0.818728	0.60259
16.3075	4.25567	0.0736636	0.103294	0.812734	0.599788
16.5266	4.39741	0.0741841	0.102555	0.807446	0.597551
16.6897	4.59274	0.0742232	0.101791	0.801991	0.594696
16.8705	4.69927	0.0741935	0.101235	0.796107	0.595269
17.0035	4.95724	0.0737085	0.100594	0.790366	0.592688
17.1893	5.09429	0.0732764	0.0998732	0.784711	0.591344
17.328	5.30953	0.07276	0.0992731	0.77917	0.588998
17.5047	5.43829	0.0722537	0.0985932	0.773766	0.588622
17.6991	5.58963	0.0718498	0.0980598	0.768746	0.589127
17.8658	5.72553	0.0714861	0.0980413	0.763704	0.592378
18.0237	5.94927	0.0711329	0.0976604	0.758748	0.593079
18.1845	6.12299	0.0708458	0.0974865	0.754073	0.594149
18.2704	6.40545	0.0704154	0.0968518	0.749163	0.59216
18.4183	6.58334	0.0699818	0.0962555	0.744396	0.590933
18.558	6.76269	0.0695553	0.0957706	0.739886	0.590355
18.7139	6.95556	0.0691242	0.0953818	0.736066	0.589628
18.9337	7.11771	0.0695503	0.0954863	0.734244	0.589784
19.0444	7.25813	0.0697454	0.0968434	0.731126	0.594364
19.0896	7.55988	0.0693324	0.0967334	0.726912	0.594345
19.2201	7.75051	0.0689779	0.0969495	0.723293	0.594581
19.2645	8.00798	0.0686961	0.0967232	0.719211	0.593512
19.3545	8.22126	0.0685233	0.096582	0.715492	0.592294
19.4436	8.40633	0.0684372	0.0969203	0.712228	0.592101
19.5599	8.57897	0.0681598	0.0981768	0.709486	0.593716
19.758	8.76296	0.0682345	0.100371	0.7094	0.595475
19.8623	8.9252	0.0686318	0.104319	0.708816	0.600604
19.9928	9.17019	0.0701123	0.107659	0.70891	0.602981
20.0726	9.32385	0.0717795	0.113258	0.708117	0.609612
20.125	9.59893	0.0731169	0.117254	0.706369	0.612244
20.1784	9.83104	0.0743144	0.121149	0.704854	0.613667
20.1872	10.1371	0.0747095	0.123192	0.70209	0.612375
20.2296	10.328	0.0750516	0.126235	0.699376	0.612594
20.2728	10.6232	0.0754425	0.127941	0.6964	0.610761
20.299	10.8656	0.0757282	0.129548	0.693647	0.608685
20.3145	11.1392	0.0758665	0.130538	0.690778	0.606032
20.3136	11.3102	0.0757827	0.132781	0.687598	0.605744
20.4011	11.5756	0.0766883	0.13448	0.685084	0.603994
20.3962	11.8243	0.0773495	0.135999	0.683107	0.601634
20.3584	12.1352	0.077463	0.136438	0.680259	0.598725
20.3688	12.3144	0.0777556	0.137769	0.67763	0.596844
20.3972	12.5871	0.0786361	0.13858	0.675389	0.594274
20.4307	12.7841	0.0805088	0.140042	0.674237	0.59236
20.3428	13.0461	0.0811198	0.141113	0.672003	0.590061
20.3124	13.2591	0.0817166	0.142566	0.670079	0.588113
20.2879	13.5435	0.0824866	0.143294	0.667995	0.585513
20.2795	13.7318	0.0838427	0.144715	0.666611	0.58361
20.1927	14.0156	0.084524	0.145405	0.664295	0.581096
20.1369	14.2187	0.08519	0.146499	0.662249	0.578932
19.9712	14.4998	0.0848847	0.146939	0.659328	0.576412
19.8954	14.7221	0.084558	0.147465	0.656601	0.573899
19.8931	14.9798	0.0847288	0.147664	0.65465	0.571479
19.9035	15.1077	0.0862565	0.149105	0.653813	0.570385
19.8662	15.3435	0.0887847	0.150332	0.65374	0.568528
